userName,content,score,Year,Month,Day
pramana arief,"Udah langganan ke paket Premium eehh masih aja Diminta Upgrade ke Premium, begitu di klik muncul ""error"" dan muncul massage Anda Sudah berlangganan ke Paket premium. Lhaaaa terus maksudnya apaaa????!!!!",1,2022,5,7
KHOLIDATUL HUMAIROH AL HUSAINI,"Setiap buka aplikasi harus log in data, dan selalu ada pemberitahuan jika data pda aplikasi ini tidak aman. Solusi terbaik yg diambil adalah uninstal.",1,2022,4,24
Jalalludin Mukhtafi,"yang belum update gausah update dah, ancur aplikasinya. Nyari file nya ga ada, ditambah harus salin ke directory dulu, ribet ga kayak dulu. Buat yang liat komen ini, percaya ama gw, jangan nyesel",1,2022,4,19
Adelia Novelyanti,Ini adalah aplikasi favorit saya karena hasilnya bagus ga pecah tulisannya. Klo untuk penyimpanan emang ga otomatis tp bisa diakali dg dikirim ke wa dulu nanti di buka lewat drive dan di download udah deh.,5,2022,4,14
Muhammad Rafi Zaydan,"Ketika memilih menyimpan gambar ke album (jpg), gambar tersebut tidak muncul/tidak ada di album padahal muncul tulisan gambar berhasil disimpan. Ini sudah berlangsung lama dan tidak perbaikan sama sekali 👎",1,2022,4,13
012_Sukriya Ulfa,"File tidak tersimpan otomatis ke penyimpanan,sudah coba ke pengaturan dan juga cara yg telah disampaikan,tapi tetap tidak tersimpan,,padahal dulu bisa secara otomatis tersimpan dan gampang untuk upload di google classroom,email,Drive dll,,sekarang tidak bisa",1,2022,4,13
Kamelia M,"Parahhhhhhh. Hanya pake 3 hari yg free lalu sudah uninstal tapi tiba2 kena potongan pulsa 27.346 karena pembelian premium membership.. aplikasinya aja sudah diuninstak, bgaimana tiba2 ada pembelian.. parah sih ini",1,2022,4,10
DIRDA LPPTKA LUTIM,Aplikasi praktis yg sangat membantu dlm mengscan dokumen dlm waktu singkat dgn fitur lengkap Trims Aplikasinya.. layak tuk dpt 5 Bintang...👍👍,5,2022,4,1
Lit Hulina,"Kenapa file yg pdf tidak ada di cari sewaktu mau di kirim ke email ya.. ?? Tp sewaktu kita buka di aplikasi, file pdf nya ada.. Kayak ghoib gitu.. Aneh.. Abis di update kok jd gini..",2,2022,3,23
seta brahmana,"Bermanfaat untuk saya yang tidak memiliki mesin scanner, kadang harus menyimpan dan menyatukan dokumen dokumen kecil kecil dengan cepat, ini lebih simpel karena cukup dengan HP",5,2022,3,22
Mentari Hasna Nabila,"Ngga bisa ke simpan di file hp, jadi setiap scan harus kirim via email dan itu membutuhkan waktu yang lama dan tidak efektif. Semoga bisa diperbaiki lagi.",3,2022,3,11
053 Jesica Hutauruk,"Versi sebelumnya file yang di scan bisa otomatis tersimpan di penyimpanan. Saat ini stlh diperbaharui, kok malah makin susah ya Tolong diperbaiki",1,2022,3,4
Septa Ananda,"Sangat membantu si, cuma sekarang hasil scannya tidak langsung masuk ke penyimpanan, lebih bagus yang sebelumnya langsung masuk ke penyimpanan. Minta tolong segera di perbaiki.",2,2022,2,25
28 Roaina Husnika,"Versi baru ini banyak kekurangan, file tidak bisa otomatis tersimpan dalam perangkat, lebih bagus versi lama dan banyak iklan, sudah tidak dapat diandalkan seperti dulu, jadi telat deh ngumpulin tugas",1,2022,2,24
Usairi,"Versi yang terbaru malah hasil pdf nya tidak secara otomatis ke save di penyimpanan internal HP, versi sebelumnya malah lebih bagus jadi file ke simpen di apk setelah itu kita klik tab pdf, file ke simpan di penyimpanan internal HP juga, sudah dicoba di pengaturan namun tetap belum bisa, mohon segera diperbaiki",1,2022,2,20
dadan sumardana,"Memang dengan menggunakan camscaner ini jempolan juga, artinya produk ini dan aplikasi ini layak di gunakan selain membantu kelancaran pekerjaan sebagai alternatif yang super cerdas juga bekerja kini sangat terbantu, imbasnya kepada pekerjaan yang ok dan hasil bagus, tiada lain banyak ucapan kepada provider, terimakasih sudah sangat sangat membantu dalam kondisi abad milenial level ke 2 sebagai varian yang lahir di dunia IT, kami percaya aplikasi seperti inijelas akan melakukan inovasi-inovasi",5,2022,2,17
Rendy Hebbi,"Aplikasi yang sangat bagus sekali, tangkapan gambar bisa seperti aslinya dan bisa kita sesuaikan sesuai keinginan serta membantu mempercepat dalam pengiriman data dalam bentuk apapun",4,2022,2,6
Febi Hidayatuloh,"Bagi kamu yang masalah nya sama seperti saya, yaitu gambar yang sudah di scan tidak bisa terbuka di galeri, maka solusi terbaik nya adalah instal ulang aplikasi ini. Semoga membantu",5,2022,2,2
Titik no koma,Ini apk nya jadi jelek knapa ya. Padahal saya pengguna lama. Sekarang kalo di save di galeri. Potonya jadi hitam ga muncul gambarnya. Kalo begini terus aplikasinya jadi ga berguna. Kemungkinan cari apk yg lain.,1,2022,1,27
Tasya Aurelia Haraky,"Udah 2 tahunan pakai aplikasi ini, cuma entah knp akhir2 ini file gambar yg saya simpan di galeri tidak bisa muncul. Selalu begitu terus, saya sudah hapus data dan cache, juga sudah install ulang, tapi masih sama saja hasilnya :(. Kalo begini saya lebih baik install aplikasi sebelah aja deh",1,2022,1,20
Syarifah Admal,Dulu sering saya gunakan cukup baik hasilnya...namun sekarang saya jarang gunakan karena saya sekarang make you tube .. Wa. Dan langsung manggil aja...dgn telpon langsung atau video call dan sering webinar melalui zoom aja.,4,2022,1,19
Dessy Susanti,"Udah bayar paket premium, malah ga bisa nikmati kualitas kamera HD nya. Ini gimana ya? Pas di klik upgrade ke premium, tulisannya error anda sudah berlangganan paket premium 🥲",4,2022,1,6
muhammad maulana yusupi,Kenapa menyimpan file jadi susah yah kemarin langsung otomatis di tempat folder yg sudah saya buat khusus untuk file penyimpanan camscanner ini. Kecewa(-_-).......................... Tolong Donk opsi penyimpanan diubah lagi ke mode awal.......,1,2021,12,20
Maya Natalia,"Aplikasinya bagus.. Tpi semoga ukuran file dapat lebih kecil lagii... Misalkan hanya scan 2 foto ukurannya 1,6 MB.. Terllu makan wktu jika kngin dikompres lagi 🥲",5,2021,12,18
ima yusnita,Memudahkan saya mengirim file yg harus di scan. Biasanya sibuk cari printer yg bisa scanner sekarang ndak lagi. Jepret2 aja bisa langsung kirim. Emak2 yg gaptek seperti saya aja bisa menggunakan aplikasi ini dengan mudah......................................... Thanks.. Bintang limaaaaaaaaaaa ya,5,2021,12,13
sales3 astamulya,"Sangat membantu dalam membuat foto ..jadi lebih jelas bangets, lebih kelihatan, lebih terang..dan mudah pula dalam pengoperasiannya ..selalu di kirim dalam bentuk pdf... Sangat sangat ok",5,2021,12,12
Rika Newinta Evrilia Siahaan,"Menurutku....,apk in pembuat pdf terbaik. Dan yg paling lengkap dan jg mudah d gunakan😀😘. I love this!!!! 📌 Tp ak tidak tahu...apk in... klo nnt d upgrade, apakah msh sama seperti sebelum upgrade(mudah!). atau malah.. Nnt setelah upgrade(susah!)☹️",5,2021,12,7
ngiza fatimatuzzahro,"Sangat membantu, saya baru tau tentang kebijakan terbaru nya. Saya kira cam scanner sudah error' hingga file nya tidak muncul di file manager. Ehh ternyata kita belum tau fitur terbaru nya",5,2021,12,4
putridwi alma,"Sebelum di update biasanya kalo poto berkas langsung ke save otomatis ke file, tapi setelah di update malah jadi ribettt dan ga bisa ke save otomatis. Bukannya mempermudah malah mempersulit:)",1,2021,12,4
Bobby Pratama,"Kenapa sekarang susah ya buat nyipan file yang udah di convert ke pdf, padahal dulu otomatis langsung ke save ke penyimpanan internal, kecewa dah kalo kek gini",1,2021,12,3
Exo Bc,Mantap aplikasi sangat berguna untuk menyimpan salinan data sehingga lebih mudah dan simpel bisa di bw kmn mn recomendet bgt lah,5,2021,12,3
F.E.S Infis,Lokasi folder penyimpanan tidak bisa diubah. Harus di file download. Padahal dari dulu saya buat file khusus camscanner biar mudah nyari yg discan. Sekarang jadi campur sama file download an,1,2021,12,3
Dewi lestari,Semoga fiturnya lebih diupdate dan bisa free semua fiturnya. Hehe. . .semoga sukses terus buat timnya dan terum berkembang,4,2021,12,2
Afrida Tanzilul Rochmi,"Sangat membantu untuk scan tugass sekolah, hasil yang didapat juga hd tidak buram. Highly recomended buat yg lagi cari scanner untuk pdf luv² dah😭 semoga bisa ditingkatkan lagi",5,2021,12,1
Nadine latifatul Aini,"Sekarang kalo mau nyimpen biasanya klik pdf skrg gak bisa .. jd file yg kita udh buat gabisa tersimpan harus org lain yg ngirim ulang, kecewa sih udh di coba berulang kali pun ttp sama",1,2021,11,30
S Abdillah,"Kenapa setelah di update foto² scenan saya di dalam aplikasi gabisa lagi dibuka aneh banget, padahal dah lama pakai aplikasi ini tp sekarang kok gini sih,. Tolong diperbaiki lagi,.",2,2021,11,29
Dendi Has 517,To camScanner. Sangat penting untuk di bahas. Kenapa aplikasi ini jadi berbayar 64 ribuan perbulan. Dan langsung mendebit ke kartu kredit BRI saya. Tanpa ada persetujuan dari saya. Padahal saya tidak pernah menyetujui aplikasi ini untuk berbayar. Kenapa pihak aplikasi ini bisa mendebit ke no kertu kredit saya. Padahal saya tidak pernah menyetujui atau tidak pernah menyetujui melakukan pembayaran. Apakah ini bisa di hentikan. Mohon petunjuk dari pihak aplikasi CamScanner. Terimakasih,1,2021,11,27
Muhammad Ilham 20_001,"Udah beberapa Minggu Ini saya Menscan ga tersimpan di Penyimpanan Internal Jadi saat Upload di Wh*ts*pp, saya kesulitan mencari File nya, ternyata tidak tersimpan di File, hanya tersimpan di Aplikasi Mohon Perbaikan nya🙏🏻",3,2021,11,27
shimiz art,Ini dimana si penyimpanan pdf nya? Biasanya share pdf ke WA terus ke simpan di file camscaner langsung ada ini abis di update malah ga ada.. Hadeuh mempersulit aja woyyy!!!!,1,2021,11,22
hera permana,memudahkan scan dokumen secara instan & hasil scan nya cukup baik. sedikit masukan kalau bisa develop aplikasi versi lite atau miminum sistem requirement rendah supaya bisa berjalan lancar di smartphone low end.,5,2021,11,22
Nurrin Fadilla R,"Sebelumnya aplikasi ini sangat membantu, pengoperasiannya pun mudah. Tapi baru pertama kali ini saya lupa belum sinkronisasi beberapa dokumen sebelum saya update aplikasi ini. Setelah saya update ternyata dokumen yang belum saya sinkronisasi hilang & dokumen yang saya simpan di memori telepon juga hilang. Saya coba mengembalikan dokumen saya pun tidak bisa. Untuk yang belum update aplikasi segera disinkronisasi dulu ya daripada dokumennya hilang setelah aplikasinya diupdate 🤦🏻‍♀️",2,2021,11,22
Wahyudi S Yasin,"Agak kecewa sma update terbaru, terutama dark modenya, hampir keseluruhan pilihan menunya ikut hitam dan tidak terlihat.",1,2021,11,19
Devi Lilis S,"Awalnya dipake fine2 aja. Tapi makin kesini makin aneh, makin susah digunain. Kadang filenya gaada padahal udah disimpan. Habis itu kalo pas kuis mau scan gitu eh malah reload&updating lama banget. Alhasil kuisku ga kekumpul deh gatau bakal nilainya gimana. Makasih loh udah bikin kesel.",1,2021,11,18
Izzyy Miya,"Sekarang kalau pakai camscanner dikit-dikit muncul feedback. Mungkin muncul satu dua kali bisa di maklumi. Tapi muncul setiap saat. Dan itu mengganggu banget. Semakin gk nyaman memakai aplikasi ini krn selalu muncul feedback. Saya rasa muncul feedback cukuplah satu kali pemakaian. Kalau berulang tiap masuk aplikasi muncul feedback, mau scan ulang muncul feedback lagi. Saya kecewa krn tidak seperti dulu. Sudah tidak nyaman lagi. Tolong dihilangkan munculnya feedback setiap kali membuka aplikasi",1,2021,11,18
Haiyun Risakotta,Itu bagus banget karna apa karna itu bisa menerangkan tugas kita dan bisa di lihat oleh guru kita terlihat sangat jelas jafi buruan di download langsung di instal nama nya camscanner.makasih😘😘,5,2021,11,18
Baetun Bb,"Sengaja kasih bintang 1.. Engk tau knp skrang susah bngt di pake nya padahal dulu"" engk! Kalau mau kirim file harus di kirim ke orang lain dulu nanti save lagi padahal ada di aplikasi nya... Pas di cari saat mau kirim file malah gk ada knp x",1,2021,11,16
Angela Marliyani,"Tolonglah ada apa dengan CamScnner ini kembalikan ke yg dulu dong malah lebih bagus yg dulu bgus banget malah, knapa mesti diganti sih padahal sya ga da updet🥺 mlah te updet sndiri trus file nya yg udah di scan pas dicari gada trus malah hilang sendiri filenya. Tolong penjelasannya 🙏",2,2021,11,16
James SCI,"Dulu scan dengan data menyala gpp dan ga ngaruh load nya apakah cepat/engga. Sekarang data nyala malah auto ke download jadinya buang² kuota, mending kalian yg merasa kek gini load lama, matiin aja datanya, emang ni camscanner gajelas malah masukin iklan juga ke aplikasinya, yang makin aneh malah nyedot kuota juga",2,2021,11,15
Ricka Maharani,Scan yg oke banget.. bisa di gunakan kpn saja dan dmn saja. Sangat sangat membantu apapun pekerjaan dan tugas tugas saya.. Bintang 5 deh.. kalo ada bintang kejora saya kasih.. Thanks CS 😉,5,2021,11,14
Yudha Pratama,"Setelah update malah makin bermasalah, file tidak masuk ke penyimpanan manapun padahal sudah disimpan berkali-kali",1,2021,11,12
Nikken Nur Fanydia,"Dah laah males mau pakek apk ini padahal udh makek dri masi maba smpek sem 5 ini. setiap mau upload file tugas ke elerning file yg udh di scan g ada di cari,, byeee mau beralih k yg lainnya😏",1,2021,11,12
Ian Ahmad,"Secara keseluruhan sudah bagus, tetapi untuk penyimpanan data tolong untuk tetap tidak dihilangkan karena data-data tersebut sangat penting. Setiap di update pasti data saya selalu hilang.",3,2021,11,12
Cemoy,"Aplikasi bagus karena bisa mengambil gambar dengan bagus, dan cocok untuk pekerjaan dan tugas sekolah daring. Kekurangannya, masih kurang fokus untuk mengambil gambar jadi harus benar-benar fokus pada teks yang mau diambil/dipotret.",5,2021,11,11
ALDY ADIARTO,"Setelah update malah makin kacau, mulai data yg entah dimana filenya tersimpan, tidal terbaca di dalam hp, kecewa",1,2021,11,10
Zulfiqar Ravi Rahman,"Maaf cuman ngasih bintang 1🙏 sejak update aplikasinya jgn lemot bgt cuman loading data bisa sampe 3 menit padahal sebelum update ga gini loh trus mana pula setelah ngescan datanya ga bisa kesimpen di hape (tp klo di aplikasinya ada) jadi gabisa ngumpulin jawaban ujian😭 cuman karna ini aplikasi saya dikira ga ikut ujian dan terimakasih bgt utk aplikasi ini. karena aplikasi ini, nilai kuliah saya hancur👍🥰",1,2021,11,10
Fadhli Ammar Taqiyuddin Hakim,"Auto update dalam aplikasi, setelah selesai autoupdate-nya malah jadi gak jelas. Gak bisa milih folder buat export file yg udah dibuat dan proses pembuatan file pdf-nya jadi lebih lama. Mendingan versi yg dulu.",2,2021,11,7
Belinda Alifiya,"ga panic friendly! udah pake app ini buat scan sejak sma sampe skrg kuliah sem 5, dan setelah update malah makin lemot. lama bgt buat load gambar dan gabisa kirim ke wa/line. padal lagi ujian, waktu 15 menit cuman buat ngescan, untung masih keburu sisa 27 detik sebelum slot ujian ditutup. mon maap kalau masih gini, saya mau move on ke yg lain saja🥲🙏",2,2021,11,7
Kevyn Sandika Pratama,"Untuk developer mohon segera di fix untuk kesalahan/bug, disini saya mengalami masalah dalam melakukan scan yaitu setelah saya scan file, data tidak tersimpan pada hp saya, sudah daya cari di berbagai berkas di hp tidak ada sama sekali, harap segera diperbaiki demi kenyamanan pengguna, baru kali ini saya mengalami masalah dalam penggunaan camscanner dan biasanya saya menggunakan apk ini tidak terjadi masalah sama sekali, btw apk ini sangat membantu sekali",1,2021,11,6
Sofi Ana,"Beberapa bulan kemarin sempet pake dan SANGAT SUKA SEKALI, mudah pakainya.. Tapi hp saya kepenuhan waktu itu, saya uninstal dan akhirnya sekarang download lagi.. TERIMAKASIH TEAM CAMSCANNER🤩🤩🤩",5,2021,11,3
Hindia Timur,Saya membeli yang versi Pro... wiih malah sempurna dan Sangat Membantu dan gak repot bolak balik kantor untuk scan dokumen jika keadaan penting saat di perjalanan. Mantab.....,5,2021,11,2
"CHARLES Math,S",Aplikasi sangat berguna bgt. Trima kasih sudah repot repot buat apk nya. Sedikit keluhan kalau bisa perbaiki untuk gratis yg tidak pakai template.,5,2021,11,2
Torik Kaddafi,"Jadi jelek sekarang setelah pembaruan, saya yang hanya ingin mengubah gambar jadi pdf melalui pengelola dokumen, eh sekarang malah opsinya kalau lewat pengelola dokumen malah jadi ekspor teks. Masalahnya Kalau lewat camscanner langsung urutan gambarnya enggak bener",1,2021,11,1
Erane DP,"Scammer, iklan yang bertubi2 membuat aplikasi lag lalu crash dan dokumen yg sudah di scan terpaksa diulang lagi karena tidak tersimpan. Tidak ada masalah dengan device saya karena saya menggunakan SD 860 dan RAM 8gb",1,2021,10,24
Bea,"Membantu banget di setiap kegiatan, mudah, efisien, mode gratisnya bagus, dan sangat bisa diandalkan. Terima kasih untuk developer💝",5,2021,10,22
Siti Markona,Lebih praktis buat simpan data. Dan tidak perlu laginbawa aslinya cukup discanner aja..,5,2021,10,20
Fitrilia Rahmadhini,Ini file nya kenapa jarang kesimpan ke perangkat ya? Tolong dong kalau mau lampirkan ke google classroom susah banget kalau ga masuk ke penyimpanan perangkat. Mana MB nya makin lama makin gede sama iklan buat langganan ke premium makin banyak,4,2021,10,17
Sindy Sopiah,"sorry banget inimah ya, saya kaget banget tiba-tiba ada pembayaran keluar di shopeepay ternyata otomatis gitu. padahal udah gapake apk nya juga, sebel deh.",1,2021,10,1
arnold swasanasegar,"Aplikasinya mhantaap... Dan sangat membantu kita dalam bekerja, apalagi ketika di luar kantor yg sangat membutuhkan scanner... Pertahankan... Dan kalau bisa ditingkatkan lagi... Terimakasih",5,2021,9,29
Agung Budi,"Aplikasi sudah di unistall lama tapi kok status pembayaran kok masih berlangganan, sudah jelas di awal katanya di kasih trial, seharusnya kalau trial sudah habis konfirmasi dulu dong mau perpanjang premium atau tidak, ini malah pembayaran auto ngambil dari gopay gak pakai konfirmasi, ini namanya mah pencurian bukan tagihan",1,2021,9,24
Rita Septia Ningsih,"Setelah di perbaharui semakin banyak iklan bermunculan, sangat menganggu & membuat lama. Padahal tujuan camscan itu utk mempermudah & lbh percepat dr scanner printer. Tolong di bantu seperti dulu app nya agar lbh mudah & cepat tanpa byk menunggu iklan. Tks",2,2021,9,23
Muhammad Rafly Adhi Nugroho,"Mantap! Terbaik lah pokoknya, soalnya saya pakai akun edu udah bisa akses seperti akun premium dengan gratis (walau masih ada beberapa fitur premium yang tidak bisa digunakan dengan akun edu). Intinya sangat membantu sekali!!!!",5,2021,9,22
daffa bite,"Sangat simple dan hasilnya juga sangat bagus dan mudah di konversi ke word, Excel dan pdf.",5,2021,9,18
Via Manda,"Sangat bagus sekali banyak filternya, bisa crop bagian mana aja, bisa pdf juga kerenn makasihh aku udah buat banyak tugas pakai ini. REKOMENDASI!!!",5,2021,9,17
Safira Dyah,Saya sangat suka dengan camscanner karena hasil scan yang dihasilkan sangat jelas. semoga untuk fitur² yg berbayar kedepannya bisa gratis. makasihhh,5,2021,9,15
Zaldi albaharun,"Apk scanner terbaik ...aku berani rekomendasi ...ggk bakalan nyesel deh...mau gambar miring, gambar ggk rata...gamabr kurang jelas semua nya cukup satu kali klik langsung otomatis hasilnya bisa jadi lebih baik dan satu lagi yang pasti ggk bikin rebet... *TOP MARKOTOP BUAT CAMSCANNER* 👍👍👍👍👍",5,2021,9,13
Sofi Salsabila,"Udah 4 tahun pake ini,cuma akhir"" ini kaya ngebug gitu,pas foto selalu ngeblur dikit gk sebagian dulu,mungkin karna saya blm update,tapi ini lagi di update,cinta bgt sama cam scanner",5,2021,9,8
Destika Alifah,"Jujur kecewa banget sama aplikasi ini, awal awal download emang biasa aja gak ada kendala apapun, tapi akhir2 ini aplilasi nya ngebuat hp saya lemot, dan pas saya hapus aplikasi nya langsung hp nya fresh lagi, ternyata benerr aplikasii inii emang bahaya banyak virusnya:(",1,2021,9,7
Jasman Larry Enok,"Berita di CNBC: ""Beberapa aplika salah satu Free camscanner yg ada di playstore mengadung Virus dan akan segera dihapus karna mengandung Virus yang mencuri data2 rekening dan password. Kira2 ini aplikasinya atau bukan.. Pdhal aplikasi bagus dong dan sayang kalau termasuk kategori malwere.. Ufff",1,2021,9,5
Gustek Ganteng,"Sebernanya bagus apknya, hanya saja saya melihat berita bahwa free camscanner termasuk apk yang terkena virus Joker, saya melihat beritanya di youtub dan google serta mengetahui di tiktok, tolong pihak developer di periksa dan dianalisi sekali lagi, untuk memastikan bahwa tidak ada virus yang akan merugikan pengguna:( , jujur apk ini sangat membantu hanya sajaa karena ada virus saya jadi was²:(",1,2021,8,31
Gigan Ndan,Dalam menggunakan apk ini memang kualitas foto yang di hasilkan sangatlah tinggi namun banyak hal atau fitur yang tidak dijelaskan secara maksimal sehingga para pengguna harus mencari sendiri melalui website seperti YouTube dll untuk mencari tutorial nya,3,2021,8,27
bayu amiran,"Ada 8 aplikasi yang sudah disusupi Virus Joker. Berikut daftar 8 aplikasi yang disusupi virus Joker yang diumumkan oleh Kepolisian Belgia: Auxiliary Message Element Scanner Fast Magic SMS Free CamScanner Go Messages Super Message Super SMS Travel Wallpapers Menurut Peneliti Quick Heal, virus Joker mencuri data pengguna termasuk SMS, daftar kontak, informasi perangkat, one time password (OTP) dan lainnya................ Edit: terima kasih admin sudah respon🙏",5,2021,8,27
Bila,"(☆▽☆) sangat membantu, edit : udah pake ini semenjak pandemi dari kelas 11 MA sampai lulus berguna saat memfoto tugas dan membuat pdf lebih simpel dan hasil fotonya itu jelas dan terang aku sering pakai warna ajaib 👏👍👍 top markotop deh ni aplikasi (kalaupun hasil foto tugas di camscanner di zoom foto tetep jelas) Makasih buat yang bikin ini aplikasi ngebantu banget 😍 dipakai buat foto berkas berkas punya ayah ku pun jelas 👍👍",5,2021,8,25
chan chan,"Sebenernya ini baguus banget, tapi untuk hp yang memiliki kapasitas kecil sangat sulit untuk mendownload ini dikarenakan terlalu banyak ruang penyimpanan yang dibutuhkan. Saya menyarankan agar dikecilkan lagi.",3,2021,8,24
liszfa_,"Aplikasi ini sangat membantu buat scan tugas📖 bahkan dokumen📄 sehingga terlihat jelas tulisannya. Warnanya pun tidak hanya hitam putih, tapi juga bisa berwarna. Bisa digunakan dengan gratis. Aplikasi scan terbaik👍.",5,2021,8,20
Zefanya Peresh Hutauruk,"Bagus banget. Aplikasi ini sangat berguna untuk kalian khususnya yang masih pelajar. Saat aku foto hasilnya bagus, kemudian gak buram juga, saat dijadikan word juga mirip sama fotonya. Pokoknya bagus Lahhh. Ayo download sekarang....!! (≡^∇^≡)",5,2021,8,18
Zakia Hidayat,"Ehh cara berentiin berlangganan gimana?? Katanya bisa batalkan langganan kapanpun,, tapi pas klik opsi untuk pembatalan langganan malah gk bisa,, Apk penjebak,,yg laen klo mau free trial berlangganan di apk ini mending jangan,, udahh cari apk scan yg lain aja",1,2021,8,14
Sekar,Salah satu aplikasi yang sangat membantu seluruh kalangan dalam perihal berkas. Lebih membuat rapih berkas yang dikirim dan tidak khawatir dengan alasan file hilang. Baarakallahu fiikum Tim CamSanner,5,2021,8,6
Muhammad Habib,Mantap. Terutama fitur auto scan nya. Pindai satu buku jadi cepat. Ndak perlu beli book scanner yg harganya 5 jt an ke atas.,5,2021,8,6
Danang Widiantoro,Pulsa hilang sendiri gara2 di ambil camscaner perpanjang otomatis...ga jelas..padahal gak dipake lama bgt tiba2 isi pulsa banyak malah diambil otomatis..hati2 yg pake camscaner jangan isi pulsa banyak2 nanti perpanjang otomatis,1,2021,8,3
Rekam Lyric Music,"Maaf mau tanya, dokumen yang pernah saya scan itukan otomatis simpan d memori telepon. terus ketika logout dan login lagi documen di memori telepon hilang. itu bagaimana bisa mengembalikan documeb tersebut yaa? mohon bantuanny terimakasig",2,2021,7,25
Riko Ardean,"Cepat unistal aplikasi ini, saya tidak pernah menggunakan aplikasi ini karna saya pikir aplikasi ini berbayar, dan saya cari aplikasi lain, tapi setelah beberapa bulan kok tiba2 ada transaksi melakukan pembayaran dengan menggunakan Shopee pay,padahal saya gak perna buka aplikasinya, maling nih",1,2021,7,23
Lucio Sousa20,Baguss dan tercepat. Saran saya smoga setiap file yg abis di edit mohon memberikan ukuran file agr lebih mudah untuk di edit thanks,5,2021,7,22
lili sukarsinah,"Sebelumnya gratis tpi setelah ada update otomatis jdi berlanggangan.bisakah anda bantu untuk kembali ke versi sebelumnya yg memang bener"" gratis sesuai dengan judul appnya",2,2021,7,15
Sean,Aplikasi nya bagus bisa bikin pdf pada foto yg lebih cerah dan scan foto nya juga lebih smooth dan scan nya pun bisa menyesuaikan foto yang kita ambil,5,2021,7,7
Alfarizi Lubis,"Gak semua data di google itu bener,apalagi tentang rating apknya,dan apapun jenis malware ketika di scan dengan anti virus bawaan hp maka akan bener bersih lagi",5,2021,7,2
advenia sabiana,"Makasih banyak ya, pake aplikasi CamScanner bener2 membantu buat scan tugas pdf, mencerahkan kertas yang tulisannya gak keliatan, dll. Berguna banget lah pokoknya 👍 cuma ada beberapa aja yg mesti berbayar kayak tanda tangan digital hehe 😅 selebihnya ok 😊",4,2021,6,25
Dwi Astari Kusnan,"Saat memakai apk CamScanner sangat memudahkan memfoto mata pelajaran dengan sangat-sangat lah amat mudah,, jdi kalau ada yang mau pakai apk di pakai saja ap lgibdengan kondisi seperti in, rata-rata sekolah online semua jadi, tidak perlu repot-repot lagi mau fto pakai kamera ap atau apk ap",5,2021,6,25
Poca,"Sangat membantu dalam mengerjakan tugas sekolah, karena sekarang mengumpulkan tugas harus di scan lalu dijadikan pdf. Aplikasi ini sangat membantu saya. Saya harap aplikasi ini terus berkembang.",5,2021,6,16
wiriyanto aswir,"Aplikasi canggih ini mempermudah urusan kita, sehingga tidak perlu lagi membeli printer besar dengan mempertimbangkannya mesin scan nya Saya ucapkan terimakasih semoga kreatornya semakin dapat meningkatkan aplikasi bermanfaat ini",5,2021,6,12
Canta Lopue,Gak enak pokoknyaaaa.. Ak mau batalin langganan kok gabisa-bisa. Menunya g ada gt. D klik kelola langganan tp yg muncul malah recomended langganan app lain.Pdhl kmaren² lancar² aj,1,2021,6,7
Jaini M,"Aplikasinya baik, hanya kalau perlu peningkatan garis scan bisa melengkung, kalau yang ada ini garis atas bawah posisin scan datar sehing saat scan halan buku yang posisi bekelombang hasil tetap begelombang atau mencekung...",5,2021,6,3
Diary Biok,"Sangat berguna sekali dimasa pembelajaran daring sekarang, kalo ada tugas yang harus difoto catatan nya bisa di pdf kan. Jadi tinggal ngirim pdf nya, ngga repot"" ngirim banyak foto saat ngumpulin tugas... Makasiii banyakk telah mempermudah👍🙂",5,2021,5,15
Norma Nirmalasari,"Maaf mau tanya, misalnya udh gak pasang apk canscannernya tapi kok kena pulsa yah? Kalo kaya gitu kenapa? Padahal apknya udh gaada, tapi baru kena pulsanya sekarang, dan itu berlaku 1 bulan premium membership",1,2021,5,7
Anjelika A Simamora,Terima kasih buat pembuat aplikasi ini karena sudah menciptakan aplikasi ini yang sangat membantu saya karena tugas saya yang saya foto menjadi sangat jelas terus mengedit aplikasi ini bagus banget terima kasih buat pembuat aplikasi semoga ulasan ini bermanfaat terima kasih,5,2021,5,7
17_Kirana Maheswari Nathania,"Aplikasi ini sangat membantu! Sayangnya harus premium untuk scan id card, but it's okay! Free saja sudah cukup membantu. Dan terimakasih atas refund gopaynya hehehe, buat kalian yg mau refund karna ga sengaja berlangganan premium bisa langsung hubungi developer okay, terimakasih 🙏🏻",5,2021,4,25
Linda Patayana,Cam scanner terima kasih sudah kembalikan pulsaku yg terpotong untuk biaya yg otomatis jadi premium..bagi yg pulsanya terpotong karna menjadi premium dan mau minta pengembalian tinggal email ke cam scanner ini..makasih sukses slalu.,5,2021,4,19
dwi kurnianto,"Aplikasi ini bagus banget sih buat free version, apalagi yang pro. Tips aja sih buat orang2 kalau mau bagus modal dikit beli yang pro, developernya udah bikin ini apps siang malem keren banget kepake 🙏 gratis aja udah keren.",5,2021,4,17
DADAN SUDARNA,"Sudah bagus, tetapi tolong bisa atur penyimpanan dengan bebas, karena di android 11 tidak bisa lihat folder Data Android",5,2021,4,8
